OTU	r	p	c	o	f	g	s
OTU11418	root	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium_sp017305435
OTU11419	root	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium_sp016870695
OTU11420	root	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium_sp004794465
OTU11421	root	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium_sp003248605
OTU11422	root	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium_sp002812725
OTU11423	root	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium_sp002456035
OTU11424	root	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium_sp001866135
OTU11425	root	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium_sp001314225
OTU11426	root	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium_sorbitolivorans
OTU11427	root	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium_saperdae
OTU11428	root	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium_oleivorans_A
OTU11429	root	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium_ihumii
OTU11430	root	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium_hatanonis
OTU11431	root	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Agromyces	Agromyces_intestinalis
OTU11432	root	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Agromyces	Agromyces_humatus
OTU11433	root	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Agrococcus	Agrococcus_jenensis
OTU11434	root	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Pseudoclavibacter	NA
OTU11435	root	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Terrimesophilobacter	Terrimesophilobacter_sp017306245
OTU11436	root	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Pseudolysinimonas	Pseudolysinimonas_kribbensis
OTU11437	root	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Leifsonia_A	NA
OTU11438	root	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Leifsonia_A	Leifsonia_A_flava
OTU11439	root	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Agreia	Agreia_sp001422485
OTU11440	root	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Planctomonas	Planctomonas_sp947487835
OTU11441	root	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Leucobacter	Leucobacter_triazinivorans
OTU11442	root	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Leifsonia	Leifsonia_sp002105485
OTU11443	root	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Humibacter	Humibacter_sp022761015
OTU11444	root	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Conyzicola	NA
OTU11445	root	Actinomycetota	Actinomycetes	Actinomycetales	Dermatophilaceae	Terrabacter	Terrabacter_sp000620545
OTU11446	root	Actinomycetota	Actinomycetes	Actinomycetales	Dermatophilaceae	Terrabacter	Terrabacter_aerolatus
OTU11447	root	Actinomycetota	Actinomycetes	Actinomycetales	Dermatophilaceae	Pedococcus	Pedococcus_sp013041615
OTU11448	root	Actinomycetota	Actinomycetes	Actinomycetales	Dermatophilaceae	Pedococcus	Pedococcus_sp009707485
OTU11449	root	Actinomycetota	Actinomycetes	Actinomycetales	Dermatophilaceae	Pedococcus	Pedococcus_badiiscoriae
OTU11450	root	Actinomycetota	Actinomycetes	Actinomycetales	Dermatophilaceae	Phycicoccus	Phycicoccus_jejuensis
OTU11451	root	Actinomycetota	Actinomycetes	Actinomycetales	Dermatophilaceae	Phycicoccus	Phycicoccus_sp001428065
OTU11452	root	Actinomycetota	Actinomycetes	Actinomycetales	Dermatophilaceae	Phycicoccus	Phycicoccus_avicenniae
OTU11453	root	Actinomycetota	Actinomycetes	Actinomycetales	Dermatophilaceae	Tetrasphaera	Tetrasphaera_japonica
OTU11454	root	Actinomycetota	Actinomycetes	Actinomycetales	Dermatophilaceae	Ornithinicoccus	Ornithinicoccus_muralis
OTU11455	root	Actinomycetota	Actinomycetes	Actinomycetales	Dermatophilaceae	Lapillicoccus	Lapillicoccus_sp025353065
OTU11456	root	Actinomycetota	Actinomycetes	Actinomycetales	Dermatophilaceae	Janibacter	Janibacter_sp001428305
OTU11457	root	Actinomycetota	Actinomycetes	Actinomycetales	Dermatophilaceae	F2B08	F2B08_sp012729695
OTU11458	root	Actinomycetota	Actinomycetes	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas_gilvus
OTU11459	root	Actinomycetota	Actinomycetes	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas_sp000426185
OTU11460	root	Actinomycetota	Actinomycetes	Actinomycetales	Cellulomonadaceae	Promicromonospora	Promicromonospora_umidemergens
OTU11461	root	Actinomycetota	Actinomycetes	Actinomycetales	Cellulomonadaceae	Actinotalea	Actinotalea_subterranea
OTU11462	root	Actinomycetota	Actinomycetes	Actinomycetales	Cellulomonadaceae	Sanguibacter	Sanguibacter_gelidistatuariae
OTU11463	root	Actinomycetota	Actinomycetes	Actinomycetales	Cellulomonadaceae	Isoptericola	Isoptericola_flavus
OTU11464	root	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Georgenia	NA
OTU11465	root	Actinomycetota	Actinomycetes	Actinomycetales	Dermabacteraceae	Brachybacterium	Brachybacterium_sp014400405
OTU11466	root	Actinomycetota	Actinomycetes	Actinomycetales	Dermabacteraceae	Brachybacterium	Brachybacterium_alimentarium
OTU11467	root	Actinomycetota	Actinomycetes	Actinomycetales	Demequinaceae	JAFGBM01	JAFGBM01_sp017882825
OTU11468	root	Actinomycetota	Actinomycetes	Actinomycetales	Beutenbergiaceae	Occultella	NA
OTU11469	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Actinoplanes	Actinoplanes_italicus
OTU11470	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Actinoplanes	Actinoplanes_siamensis
OTU11471	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Actinoplanes	Actinoplanes_lobatus
OTU11472	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Actinoplanes	Actinoplanes_derwentensis
OTU11473	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Actinoplanes	Actinoplanes_rectilineatus
OTU11474	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Actinoplanes	Actinoplanes_polyasparticus
OTU11475	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Actinoplanes	Actinoplanes_missouriensis
OTU11476	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Actinoplanes	Actinoplanes_teichomyceticus
OTU11477	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Actinoplanes	Actinoplanes_humidus
OTU11478	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Actinoplanes	Actinoplanes_ferrugineus
OTU11479	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Actinoplanes	Actinoplanes_regularis
OTU11480	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Actinoplanes	Actinoplanes_palleronii
OTU11481	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Actinoplanes	Actinoplanes_nipponensis
OTU11482	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Actinoplanes	Actinoplanes_flavus
OTU11483	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Actinoplanes	Actinoplanes_couchii
OTU11484	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Actinoplanes	Actinoplanes_campanulatus
OTU11485	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Catellatospora	Catellatospora_sp018326265
OTU11486	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Micromonospora	Micromonospora_orduensis
OTU11487	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Micromonospora	Micromonospora_thermarum
OTU11488	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Micromonospora	Micromonospora_terminaliae
OTU11489	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Micromonospora	Micromonospora_sp022747945
OTU11490	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Micromonospora	Micromonospora_sp008868175
OTU11491	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Micromonospora	Micromonospora_sp003434305
OTU11492	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Micromonospora	Micromonospora_saelicesensis
OTU11493	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Micromonospora	Micromonospora_pacifica
OTU11494	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Micromonospora	Micromonospora_inyonensis
OTU11495	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Micromonospora	Micromonospora_citrea
OTU11496	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Asanoa	Asanoa_sp029626225
OTU11497	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Dactylosporangium	Dactylosporangium_sp022095675
OTU11498	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Pilimelia	NA
OTU11499	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Pilimelia	Pilimelia_terevasa
OTU11500	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Plantactinospora	Plantactinospora_mayteni
OTU11501	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Virgisporangium	Virgisporangium_aliadipatigenens
OTU11502	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Hamadaea	NA
OTU11503	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Phytohabitans	Phytohabitans_sp031085175
OTU11504	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Phytohabitans	Phytohabitans_houttuyneae
OTU11505	root	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Longispora	Longispora_fulva
OTU11506	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_kumamotonense
OTU11507	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_neoaurum_A
OTU11508	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_neoaurum
OTU11509	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_crocinum
OTU11510	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_sphagni
OTU11511	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_sp025965555
OTU11512	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_sp003165155
OTU11513	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_psychrotolerans
OTU11514	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_moriokaense
OTU11515	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_montefiorense
OTU11516	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_colombiense_B
OTU11517	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_algericum_A
OTU11518	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_wolinskyi
OTU11519	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_sp029256565
OTU11520	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_sp023264765
OTU11521	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_sp023264735
OTU11522	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_sp020172685
OTU11523	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_sp018326285
OTU11524	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_sp008329565
OTU11525	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_sp000382405
OTU11526	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_seoulense
OTU11527	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_salmoniphilum
OTU11528	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_paraseoulense
OTU11529	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_parascrofulaceum
OTU11530	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_interjectum
OTU11531	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_heidelbergense
OTU11532	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_gwanakae
OTU11533	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_fluoranthenivorans
OTU11534	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_engbaekii
OTU11535	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_celeriflavum
OTU11536	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_bohemicum
OTU11537	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia_sp025465275
OTU11538	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia_rosealba
OTU11539	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia_jinanensis
OTU11540	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia_coubleae
OTU11541	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Rhodococcus	Rhodococcus_sp022810405
OTU11542	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Rhodococcus	Rhodococcus_sp012844225
OTU11543	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Rhodococcus	Rhodococcus_sp002259335
OTU11544	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Rhodococcus	Rhodococcus_wratislaviensis
OTU11545	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Rhodococcus	Rhodococcus_sp009872365
OTU11546	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Williamsia	Williamsia_sp002095435
OTU11547	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Gordonia	Gordonia_insulae
OTU11548	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Corynebacterium	NA
OTU11549	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium_sp012837295
OTU11550	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium_kroppenstedtii_B
OTU11551	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Dietzia	NA
OTU11552	root	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Tsukamurella	NA
OTU11553	root	Actinomycetota	Actinomycetes	Mycobacteriales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia_sp026785945
OTU11554	root	Actinomycetota	Actinomycetes	Mycobacteriales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia_sp001899645
OTU11555	root	Actinomycetota	Actinomycetes	Mycobacteriales	Pseudonocardiaceae	Actinomycetospora	Actinomycetospora_soli
OTU11556	root	Actinomycetota	Actinomycetes	Mycobacteriales	Pseudonocardiaceae	Lentzea	Lentzea_flava
OTU11557	root	Actinomycetota	Actinomycetes	Mycobacteriales	Pseudonocardiaceae	Lentzea	Lentzea_albidocapillata
OTU11558	root	Actinomycetota	Actinomycetes	Mycobacteriales	Pseudonocardiaceae	Lentzea	Lentzea_alba
OTU11559	root	Actinomycetota	Actinomycetes	Mycobacteriales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis_sp030264295
OTU11560	root	Actinomycetota	Actinomycetes	Mycobacteriales	Pseudonocardiaceae	GCA-003244245	GCA-003244245_sp019243635
OTU11561	root	Actinomycetota	Actinomycetes	Mycobacteriales	Pseudonocardiaceae	Actinokineospora	Actinokineospora_bangkokensis
OTU11562	root	Actinomycetota	Actinomycetes	Mycobacteriales	Frankiaceae	Pseudofrankia	Pseudofrankia_asymbiotica
OTU11563	root	Actinomycetota	Actinomycetes	Mycobacteriales	Geodermatophilaceae	Blastococcus	Blastococcus_aggregatus
OTU11564	root	Actinomycetota	Actinomycetes	Mycobacteriales	Geodermatophilaceae	Blastococcus	Blastococcus_sp025963345
OTU11565	root	Actinomycetota	Actinomycetes	Mycobacteriales	Geodermatophilaceae	Blastococcus	Blastococcus_sp003319105
OTU11566	root	Actinomycetota	Actinomycetes	Mycobacteriales	Geodermatophilaceae	Blastococcus	Blastococcus_fimeti
OTU11567	root	Actinomycetota	Actinomycetes	Mycobacteriales	Geodermatophilaceae	Modestobacter	Modestobacter_marinus_B
OTU11568	root	Actinomycetota	Actinomycetes	Mycobacteriales	SCTD01	SCTD01	SCTD01_sp902805775
OTU11569	root	Actinomycetota	Actinomycetes	Mycobacteriales	SCTD01	RYN-170	RYN-170_sp025965755
OTU11570	root	Actinomycetota	Actinomycetes	Mycobacteriales	Nakamurellaceae	Nakamurella	Nakamurella_albus
OTU11571	root	Actinomycetota	Actinomycetes	Mycobacteriales	CADCTP01	CADCTP01	CADCTP01_sp902805565
OTU11572	root	Actinomycetota	Actinomycetes	Mycobacteriales	JADGOV01	JADGOV01	JADGOV01_sp017882785
OTU11573	root	Actinomycetota	Actinomycetes	Mycobacteriales	Cryptosporangiaceae	Cryptosporangium	NA
OTU11574	root	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides_sp017354415
OTU11575	root	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides_currus
OTU11576	root	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides_sp902506435
OTU11577	root	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides_sp025964985
OTU11578	root	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides_sp020075545
OTU11579	root	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides_sp018831735
OTU11580	root	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides_sp013815725
OTU11581	root	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides_silvaticus
OTU11582	root	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides_rotundus
OTU11583	root	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides_daeguensis
OTU11584	root	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides_B	Nocardioides_B_iriomotensis
OTU11585	root	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides_B	Nocardioides_B_sp025927955
OTU11586	root	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Marmoricola	Marmoricola_sp025965085
OTU11587	root	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Aeromicrobium_sp001426755
OTU11588	root	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Aeromicrobium_flavum
OTU11589	root	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	TYQ2	TYQ2_sp018672315
OTU11590	root	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	JACCZJ01	JACCZJ01_sp013696065
OTU11591	root	Actinomycetota	Actinomycetes	Propionibacteriales	Kribbellaceae	Kribbella	Kribbella_qitaiheensis
OTU11592	root	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Fen-668	Fen-668_sp021803025
OTU11593	root	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Microlunatus	Microlunatus_phosphovorus
OTU11594	root	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Friedmanniella	Friedmanniella_capsulata
OTU11595	root	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	CADCUO01	CADCUO01_sp902805915
OTU11596	root	Actinomycetota	Actinomycetes	Propionibacteriales	Actinopolymorphaceae	NA	NA
OTU11597	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_sp026339935
OTU11598	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_sp026341035
OTU11599	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_sp001905365
OTU11600	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_sp000725625
OTU11601	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_globisporus
OTU11602	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_dengpaensis
OTU11603	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_xanthochromogenes
OTU11604	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_venezuelae_G
OTU11605	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_tricolor
OTU11606	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_spinoverrucosus
OTU11607	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_sp947488945
OTU11608	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_sp900110755
OTU11609	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_sp030817495
OTU11610	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_sp026627505
OTU11611	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_sp026342735
OTU11612	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_sp018638295
OTU11613	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_sp009834125
OTU11614	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_sp006540305
OTU11615	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_sp002803075
OTU11616	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_sp001865245
OTU11617	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_sp001514285
OTU11618	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_sp000373645
OTU11619	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_paradoxus
OTU11620	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_neyagawaensis
OTU11621	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_hygroscopicus_D
OTU11622	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_deccanensis
OTU11623	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_brevispora
OTU11624	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_brasiliensis
OTU11625	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_antimycoticus
OTU11626	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_anthocyanicus
OTU11627	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_albiflavescens
OTU11628	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_agglomeratus
OTU11629	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Actinacidiphila	Actinacidiphila_sp030063355
OTU11630	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Actinacidiphila	Actinacidiphila_acidipaludis
OTU11631	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora_sp029893355
OTU11632	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora_purpeofusca
OTU11633	root	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Embleya	Embleya_sp009865215
OTU11634	root	Actinomycetota	Actinomycetes	Streptomycetales	Catenulisporaceae	Catenulispora	Catenulispora_sp019510485
OTU11635	root	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Nonomuraea_jiangxiensis
OTU11636	root	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Nonomuraea_dietziae
OTU11637	root	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Spirillospora	Spirillospora_fibrosa
OTU11638	root	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Spirillospora	Spirillospora_bangladeshensis
